Verhardingsobject Guid,Datum,Inspecterende organisatie,Dwarsonvlakheid,Langsonvlakheid,Oneffenheden,Rafeling,Randschade,Scheurvorming,Voegvulling,Voegwijdte,Zetting,Opmerking
{30827AD0-443B-48E9-8892-09F8BB76C9B6},19-3-2019,,G,,G,,,,,G,G,
{3089C1B8-A825-4CEA-91F5-A1D166100FEB},10-5-2016,,G,,G,G,G,G,G,G,G,
{3089C1B8-A825-4CEA-91F5-A1D166100FEB},9-5-2018,,G,,G,G,G,G,,,G,
{308F0704-D92E-4880-80DF-73574C796C3C},20-9-2016,,G,,G,G,G,G,G,G,G,
{308F0704-D92E-4880-80DF-73574C796C3C},29-5-2018,,G,,G,L1,G,G,,,G,
{308F0704-D92E-4880-80DF-73574C796C3C},24-5-2019,,G,,G,G,G,G,,,G,
{30A0D95A-3A95-45F2-BA30-5E8EF2260F2A},20-9-2016,,G,,G,G,G,G,G,G,G,
{30A0D95A-3A95-45F2-BA30-5E8EF2260F2A},24-5-2018,,G,,G,G,G,G,,,G,
{30A0D95A-3A95-45F2-BA30-5E8EF2260F2A},18-1-2019,,G,,G,G,G,G,,,G,
{30A54EFC-A35A-40DA-8530-A1D886ECC574},1-1-2015,,G,,G,L1,G,G,G,G,G,
{30A54EFC-A35A-40DA-8530-A1D886ECC574},2-8-2017,,G,,G,G,G,G,,,G,
{30A54EFC-A35A-40DA-8530-A1D886ECC574},16-5-2019,,G,,G,G,G,G,,,G,
{30ACAF36-6A8E-4731-A1B8-869E80FC801D},22-4-2015,,G,,G,L1,M1,L1,G,G,G,
{30ACAF36-6A8E-4731-A1B8-869E80FC801D},20-7-2017,,G,,G,G,E1,L1,,,G,
{30ACAF36-6A8E-4731-A1B8-869E80FC801D},30-4-2019,,G,,G,G,E1,G,,,G,
{30B18039-8FAF-4682-81F2-B11B1FCB11F9},16-3-2016,,G,,G,G,G,G,G,G,G,
{30B18039-8FAF-4682-81F2-B11B1FCB11F9},8-6-2018,,G,,G,L1,G,G,,,G,
{30B60C57-2D57-4BFD-969E-9560D10BF513},10-3-2015,,G,,G,G,G,G,G,G,G,
{30B60C57-2D57-4BFD-969E-9560D10BF513},26-9-2017,,G,,G,G,G,G,G,G,G,
{30B60C57-2D57-4BFD-969E-9560D10BF513},19-2-2019,,G,,G,G,G,G,,,G,
{30B97F0B-DBBD-4DA5-8592-4415358CCB01},20-9-2016,,G,,G,G,G,G,G,G,G,
{30B97F0B-DBBD-4DA5-8592-4415358CCB01},23-5-2018,,G,,G,G,G,G,,,G,
{30C0B5E2-C7FA-4469-96CA-2067DDE79EF8},14-1-2015,,G,,G,G,G,G,G,G,G,
{30C0B5E2-C7FA-4469-96CA-2067DDE79EF8},26-9-2017,,G,,G,L1,M1,G,G,G,G,
{30C0B5E2-C7FA-4469-96CA-2067DDE79EF8},18-1-2019,,G,,G,G,G,G,,,G,
{30C48194-4902-42EC-86F2-F99997CBE9EC},20-9-2016,,G,,G,G,E1,E1,G,G,G,
{30C48194-4902-42EC-86F2-F99997CBE9EC},29-5-2018,,G,,G,G,G,L1,,,G,
{30C48194-4902-42EC-86F2-F99997CBE9EC},9-5-2019,,L1,,G,G,E1,M1,,,G,
{30DB376C-D052-49A5-9124-AC4CE493AF95},16-3-2016,,M1,,M1,L1,E1,L2,G,G,G,
{30DE3685-AE6B-4562-928A-A6273F4ADC93},27-2-2015,,G,,G,G,G,G,G,G,G,
{30DE3685-AE6B-4562-928A-A6273F4ADC93},26-9-2017,,G,,G,G,G,G,G,G,G,
{30DE3685-AE6B-4562-928A-A6273F4ADC93},30-1-2019,,G,,G,G,G,G,,,G,
{30E211B0-4FFE-4BA1-8734-9D17DC9FF13B},5-1-2017,,G,,G,L1,G,G,G,G,G,
{30E211B0-4FFE-4BA1-8734-9D17DC9FF13B},27-2-2019,,G,,G,G,G,G,,,G,
{30E7F587-1395-494B-89BE-9104E6DA871B},21-1-2015,,G,,G,G,G,G,G,G,G,
{30E7F587-1395-494B-89BE-9104E6DA871B},26-9-2017,,G,,G,G,M1,G,G,G,G,
{30E7F587-1395-494B-89BE-9104E6DA871B},7-2-2019,,G,,G,G,G,G,,,G,
{30F114C9-F20F-4C98-9B1F-B0F001B26487},8-5-2015,,G,,G,G,G,G,G,G,G,
{30F114C9-F20F-4C98-9B1F-B0F001B26487},28-7-2017,,G,,G,G,G,G,,,G,
{30F114C9-F20F-4C98-9B1F-B0F001B26487},19-4-2019,,G,,G,G,G,G,,,G,
{30FAC28E-661F-41EB-BBB2-EC87219CD4B7},28-3-2019,,G,,G,G,G,G,,,G,
{30FAC28E-661F-41EB-BBB2-EC87219CD4B7},28-3-2019,,G,,G,G,G,G,,,G,
{31065674-DB69-407E-8538-390A724F1129},10-3-2015,,G,,G,G,G,G,G,G,G,
{31065674-DB69-407E-8538-390A724F1129},26-9-2017,,G,,G,G,G,G,G,G,G,
{31070056-EECC-4722-97B7-79824A7DAEF7},20-9-2016,,G,,G,G,G,G,G,G,G,
{31070056-EECC-4722-97B7-79824A7DAEF7},29-5-2018,,G,,G,G,G,G,,,G,
{310DC4B2-D9AD-4B42-804A-CF8AF7345E2F},22-4-2015,,G,,G,G,G,G,G,G,G,
{310DC4B2-D9AD-4B42-804A-CF8AF7345E2F},25-7-2017,,G,,G,G,G,G,,,G,
{310DC4B2-D9AD-4B42-804A-CF8AF7345E2F},16-4-2019,,G,,G,G,G,G,,,G,
{311A6E74-6363-484D-8D02-9519FACE8D95},21-6-2018,,G,,G,G,G,G,,,G,
{311DAEAE-43A9-4B51-BEC7-B0ADAFEB7023},28-10-2016,,G,,G,G,G,G,G,G,G,
{311DAEAE-43A9-4B51-BEC7-B0ADAFEB7023},24-6-2019,,G,,G,G,G,G,,,G,
{3120863E-D342-4BD8-AECC-D00A1A9AC6B2},23-3-2015,,G,,G,L2,M1,M3,G,G,G,
{3120863E-D342-4BD8-AECC-D00A1A9AC6B2},4-8-2017,,G,,G,M2,G,G,,,G,
{3120863E-D342-4BD8-AECC-D00A1A9AC6B2},16-4-2019,,G,,G,M2,G,L3,,,G,
{313080A1-704B-4437-950F-21B1D7989D91},17-4-2015,,G,,G,G,G,G,G,G,G,
{313080A1-704B-4437-950F-21B1D7989D91},19-7-2017,,G,,G,L1,L1,G,,,G,
{313080A1-704B-4437-950F-21B1D7989D91},1-4-2019,,G,,G,M1,L3,M1,,,G,
{313F15AE-0F9B-4534-BCDB-59301841109C},20-9-2016,,G,,G,L1,G,M1,G,G,G,
{313F15AE-0F9B-4534-BCDB-59301841109C},29-5-2018,,G,,G,G,E1,G,,,G,
{313F15AE-0F9B-4534-BCDB-59301841109C},9-5-2019,,G,,G,G,E1,M1,,,G,
{313F319D-4A21-44C4-9E45-F114E72FEB5D},19-1-2015,,G,,G,G,G,L1,G,G,G,
{313F319D-4A21-44C4-9E45-F114E72FEB5D},26-9-2017,,G,,G,G,G,G,G,G,G,
{313F319D-4A21-44C4-9E45-F114E72FEB5D},14-12-2018,,G,,G,G,G,G,,,G,
{3142176C-A1DA-4DF0-890A-93DE28FC2F92},20-9-2016,,G,,G,G,G,G,G,G,G,
{3142176C-A1DA-4DF0-890A-93DE28FC2F92},30-5-2018,,G,,G,G,G,G,,,G,
{3142176C-A1DA-4DF0-890A-93DE28FC2F92},19-4-2019,,G,,G,G,G,G,,,G,
{3143C3C0-6960-4520-BDFE-91AFCF4DCDF5},2-3-2015,,G,,G,L2,M1,G,G,G,G,
{3143C3C0-6960-4520-BDFE-91AFCF4DCDF5},26-9-2017,,G,,G,L2,M1,L1,G,G,G,
{3143C3C0-6960-4520-BDFE-91AFCF4DCDF5},14-2-2019,,G,,G,G,G,G,,,G,
{3145C1FB-E161-44B4-864A-F89C3935D87B},29-3-2017,,G,,G,G,G,G,G,G,G,
{3145C1FB-E161-44B4-864A-F89C3935D87B},19-3-2019,,G,,G,G,G,G,,,G,
{314819FC-F020-45D4-9267-8DE6F6F72331},8-5-2015,,G,,G,G,M1,G,G,G,G,
{314819FC-F020-45D4-9267-8DE6F6F72331},27-7-2017,,G,,G,G,E1,G,,,G,Boom wortel schade
{314819FC-F020-45D4-9267-8DE6F6F72331},19-4-2019,,G,,G,G,E1,G,,,G,
{31524C71-DAB8-4A7F-8D50-18766A9CE2F2},24-4-2014,,G,,G,G,M1,M1,G,G,G,
{31524C71-DAB8-4A7F-8D50-18766A9CE2F2},19-6-2018,,G,,G,G,E1,G,,,G,
{316941F0-E109-4AD5-9111-6FD48E02D4F0},20-9-2016,,G,,G,L1,M1,M1,G,G,G,
{316941F0-E109-4AD5-9111-6FD48E02D4F0},27-6-2018,,G,,G,G,G,G,,,G,
{316DAE12-B78F-4421-9FD0-D41836AA8946},1-1-2015,,G,,G,L1,G,L1,G,G,G,
{316DAE12-B78F-4421-9FD0-D41836AA8946},31-7-2017,,G,,G,L1,G,L1,,,G,
{316DAE12-B78F-4421-9FD0-D41836AA8946},16-5-2019,,G,,G,G,G,G,,,G,
{3172B026-EEE3-4641-827C-8CADF11C3D5B},30-4-2015,,G,,G,G,M2,G,G,G,G,
{3172B026-EEE3-4641-827C-8CADF11C3D5B},31-7-2017,,G,,G,L1,G,L1,,,G,
{3172B026-EEE3-4641-827C-8CADF11C3D5B},10-4-2019,,G,,G,L1,E1,G,,,G,
{3174EE21-1ECC-4184-8178-5625E05195AF},21-9-2016,,G,,G,G,G,G,G,G,G,
{3174EE21-1ECC-4184-8178-5625E05195AF},21-6-2018,,G,,G,G,G,E1,,,G,
{3177C15F-950D-4B48-891E-2ED54102D6A1},7-2-2017,,G,,G,E1,G,G,G,G,G,
{3177C15F-950D-4B48-891E-2ED54102D6A1},26-2-2019,,G,,G,E2,M1,G,,,G,
{31794C66-E285-4AB6-9465-7CCD52E75851},2-3-2015,,G,,G,G,G,G,G,G,G,
{31794C66-E285-4AB6-9465-7CCD52E75851},26-9-2017,,G,,G,G,G,G,G,G,G,
{31794C66-E285-4AB6-9465-7CCD52E75851},5-2-2019,,G,,G,G,G,G,,,G,
{317A9640-0395-4249-93F6-1FB8CE4532E8},20-9-2016,,L1,,G,G,G,G,G,G,G,
{317A9640-0395-4249-93F6-1FB8CE4532E8},3-7-2018,,G,,G,G,G,G,,,G,
{317E6C42-7546-4B44-86BB-6C4287B8C622},20-9-2016,,G,,G,G,G,G,G,G,G,
{317E6C42-7546-4B44-86BB-6C4287B8C622},1-6-2018,,G,,G,G,G,G,,,G,
{317E6C42-7546-4B44-86BB-6C4287B8C622},5-2-2019,,G,,G,G,G,G,,,G,
{3195C10C-5C08-438B-A2A8-34CB66DA6317},20-9-2016,,G,,G,G,G,G,G,G,G,
{3195C10C-5C08-438B-A2A8-34CB66DA6317},18-5-2018,,G,,G,G,G,G,,,G,
{31A45E2F-CA53-4F95-A0D5-FDF0B5B39936},20-9-2016,,G,,G,G,G,G,G,G,G,
{31A45E2F-CA53-4F95-A0D5-FDF0B5B39936},30-5-2018,,G,,G,G,G,G,,,G,
{31A45E2F-CA53-4F95-A0D5-FDF0B5B39936},21-3-2019,,G,,G,G,G,G,,,G,
{31B1528B-9A15-48EF-9489-036BBB689892},16-4-2015,,G,,G,L1,G,G,G,G,G,
{31B1528B-9A15-48EF-9489-036BBB689892},2-8-2017,,G,,G,L1,G,G,,,G,
{31B1528B-9A15-48EF-9489-036BBB689892},25-4-2019,,G,,M1,L1,G,G,,,G,
{31C050D6-3C49-45D1-80CD-803C78D5352D},20-9-2016,,G,,G,G,G,G,G,G,G,
{31C050D6-3C49-45D1-80CD-803C78D5352D},5-6-2018,,G,,G,G,G,G,,,G,
{31C050D6-3C49-45D1-80CD-803C78D5352D},7-2-2019,,G,,G,G,G,G,,,G,
{31C8359E-E103-4BDF-B43A-AD570DC9ED09},19-12-2016,,G,,G,L1,G,G,G,G,G,
{31C8F494-4CC1-4015-A32C-32B3C634163F},10-5-2016,,G,,G,G,G,G,G,G,G,
{31C8F494-4CC1-4015-A32C-32B3C634163F},18-5-2018,,G,,G,G,G,G,,,G,
{31C990FF-E9D6-4953-A9F1-F8E44671AABF},16-3-2016,,G,,G,G,G,G,G,G,G,
{31C990FF-E9D6-4953-A9F1-F8E44671AABF},27-6-2018,,G,,G,G,G,E1,,,G,
{31D0C7FD-22EB-4364-A18B-BED75A6D1C01},10-5-2016,,G,,G,G,G,G,G,G,G,
{31D0C7FD-22EB-4364-A18B-BED75A6D1C01},23-5-2018,,G,,G,G,G,G,,,G,
{31DF30D8-3041-4483-97D6-9B55B88EA322},23-3-2015,,M1,,G,L1,M1,G,G,G,G,
{31DF30D8-3041-4483-97D6-9B55B88EA322},7-8-2017,,G,,G,E1,G,G,,,G,
{31DF30D8-3041-4483-97D6-9B55B88EA322},29-3-2019,,G,,G,L1,G,G,,,G,
{31ECF1CD-95DD-419A-8423-037AF1DF72E3},4-4-2017,,G,,G,E1,G,G,G,G,G,
{31ECF1CD-95DD-419A-8423-037AF1DF72E3},26-2-2019,,G,,G,G,G,G,,,G,
{31F0BA7E-B2AE-47F2-8423-15186DFA6974},26-7-2017,,L2,,M1,M3,G,M3,,,G,Mutatie
{31F0BA7E-B2AE-47F2-8423-15186DFA6974},12-2-2019,,G,,G,M3,E1,L3,,,G,
{31F8DD17-3574-4A89-8E5C-CE4BF1DD3F64},1-1-2015,,G,,G,L1,G,G,G,G,G,
{31F8DD17-3574-4A89-8E5C-CE4BF1DD3F64},14-8-2017,,G,,G,G,G,G,,,G,
{31F8DD17-3574-4A89-8E5C-CE4BF1DD3F64},21-5-2019,,G,,G,G,G,G,,,G,
{31FAC0E6-C681-4CC6-A565-9641BC7E3204},10-5-2016,,G,,G,L1,G,L3,G,G,G,
{31FAC0E6-C681-4CC6-A565-9641BC7E3204},18-5-2018,,G,,G,L1,G,M2,,,G,
{32099C86-E6E7-424D-9373-B1CD19344E7F},20-9-2016,,G,,G,G,G,G,G,G,G,
{32099C86-E6E7-424D-9373-B1CD19344E7F},20-6-2018,,G,,G,G,G,G,,,G,
{32099C86-E6E7-424D-9373-B1CD19344E7F},20-6-2018,,G,,G,G,G,G,,,G,
{320A7512-B32C-4972-B806-86CB72F09BA5},1-1-2015,,G,,G,L1,G,G,G,G,G,
{320A7512-B32C-4972-B806-86CB72F09BA5},3-8-2017,,G,,G,G,G,G,,,G,
{320A7512-B32C-4972-B806-86CB72F09BA5},23-5-2019,,G,,G,G,G,G,,,G,
{320AEDCD-3491-44C5-B2D8-19255111B688},14-1-2015,,G,,G,L1,G,E1,G,G,G,
{320AEDCD-3491-44C5-B2D8-19255111B688},26-9-2017,,G,,G,L1,E1,E2,G,G,G,
{320AEDCD-3491-44C5-B2D8-19255111B688},29-1-2019,,G,,G,G,G,M1,,,G,
{320D3038-2A51-4499-824A-01E48E4247F6},1-1-2015,,G,,G,G,G,G,G,G,G,
{320D3038-2A51-4499-824A-01E48E4247F6},14-8-2017,,G,,G,G,G,G,,,G,
{320D3038-2A51-4499-824A-01E48E4247F6},24-5-2019,,G,,G,G,G,G,,,G,
{320E2C9A-7174-4FA3-B2C8-7AFC6C01C977},2-3-2015,,G,,G,G,G,G,G,G,G,
{320E2C9A-7174-4FA3-B2C8-7AFC6C01C977},26-9-2017,,G,,G,G,G,G,G,G,G,
{320E2C9A-7174-4FA3-B2C8-7AFC6C01C977},5-2-2019,,G,,G,G,G,G,,,G,
{32138ABD-8070-4D49-AC1E-1DFF54076BBC},14-1-2015,,G,,G,G,G,G,G,G,G,
{32138ABD-8070-4D49-AC1E-1DFF54076BBC},26-9-2017,,G,,G,G,G,G,G,G,G,
{32138ABD-8070-4D49-AC1E-1DFF54076BBC},5-2-2019,,G,,G,G,G,G,,,G,
{3213E7F8-A766-4229-8800-1A7DBB333E2B},20-9-2016,,L1,,G,L1,G,G,G,G,G,
{3213E7F8-A766-4229-8800-1A7DBB333E2B},18-5-2018,,G,,G,G,G,G,,,G,
{32162ABE-0C9E-49B0-8D93-E41382DE24B5},17-4-2015,,G,,G,G,G,G,G,G,G,
{32162ABE-0C9E-49B0-8D93-E41382DE24B5},18-7-2017,,G,,G,L2,G,G,,,G,
{32162ABE-0C9E-49B0-8D93-E41382DE24B5},28-3-2019,,L3,,G,L1,G,G,,,G,
{321AB7B3-75B2-4D18-87E8-E959234C0822},20-9-2016,,G,,G,L1,G,G,G,G,G,
{321AB7B3-75B2-4D18-87E8-E959234C0822},6-6-2018,,G,,G,L1,G,G,,,G,
{321BEBCF-6CDE-4267-8A20-210982BFFB0B},23-3-2015,,G,,G,L2,M1,M1,G,G,G,
{321BEBCF-6CDE-4267-8A20-210982BFFB0B},4-8-2017,,G,,G,L2,G,M1,,,G,
{321BEBCF-6CDE-4267-8A20-210982BFFB0B},16-4-2019,,G,,G,M1,G,G,,,G,
{321D3076-E73A-4252-8AC5-02897F7C3FDE},10-5-2016,,G,,G,G,G,G,G,G,G,
{321D3076-E73A-4252-8AC5-02897F7C3FDE},17-5-2018,,G,,G,G,G,G,,,G,
{322E0F1A-176F-4B01-9605-4C7C8C737169},16-3-2016,,G,,G,E2,G,G,G,G,G,
{322E0F1A-176F-4B01-9605-4C7C8C737169},7-6-2018,,G,,G,E2,G,G,,,G,
{3234F131-D676-492B-93D4-4A83AB7C4603},30-4-2019,,G,,M2,G,G,G,,,G,
{323561B1-6C9A-4B2B-8B7E-A86EE2E1C1BE},14-1-2015,,G,,G,G,G,G,G,G,G,
{323561B1-6C9A-4B2B-8B7E-A86EE2E1C1BE},26-9-2017,,G,,G,G,M1,G,G,G,G,
{323561B1-6C9A-4B2B-8B7E-A86EE2E1C1BE},11-2-2019,,G,,G,G,G,G,,,G,
{323A5C8B-AE73-422B-9637-CA766677362A},10-5-2016,,G,,G,M1,E1,E1,G,G,G,
{323A5C8B-AE73-422B-9637-CA766677362A},14-5-2018,,G,,G,M2,E1,E1,,,G,
{32444022-6473-4CE5-97EF-361B9B62D053},20-3-2015,,G,,G,L2,E1,E1,G,G,G,
{32444022-6473-4CE5-97EF-361B9B62D053},4-8-2017,,G,,G,M1,G,E2,,,G,Gaten
{32444022-6473-4CE5-97EF-361B9B62D053},16-4-2019,,G,,G,E1,G,G,,,G,
{324863E2-35A7-47DA-9779-85BE33B92B67},2-3-2015,,G,,G,G,G,G,G,G,G,
{324863E2-35A7-47DA-9779-85BE33B92B67},26-9-2017,,G,,G,G,G,G,G,G,G,
{324863E2-35A7-47DA-9779-85BE33B92B67},5-2-2019,,G,,G,G,G,G,,,G,
{324DC537-E02C-497C-BE02-3507CEBB16E7},10-5-2016,,G,,G,L1,G,G,G,G,G,
{324DC537-E02C-497C-BE02-3507CEBB16E7},23-5-2018,,G,,G,G,E1,G,,,G,
{3259F98C-C079-4388-AD00-E26437BE3D9B},20-9-2016,,G,,G,G,G,G,G,G,G,
{3259F98C-C079-4388-AD00-E26437BE3D9B},15-5-2018,,G,,G,G,G,G,,,G,
{3283AB3B-6A11-46C3-BE03-0F240B334E92},3-4-2017,,G,,G,G,G,G,G,G,G,
{3283AB3B-6A11-46C3-BE03-0F240B334E92},26-2-2019,,G,,G,G,G,G,,,G,
{3288C727-ACFB-4B2E-AE08-5223666CF583},19-12-2016,,G,,G,L1,G,G,G,G,G,
{3298E013-D6FC-48D7-BE29-567A68E37054},23-3-2015,,M1,,G,L1,M1,G,G,G,G,
{3298E013-D6FC-48D7-BE29-567A68E37054},7-8-2017,,E1,,G,G,E1,E1,,,G,
{3298E013-D6FC-48D7-BE29-567A68E37054},29-3-2019,,E1,,G,G,E1,M1,,,G,
{329BB289-30A6-49B5-AE9D-C835508724D3},20-9-2016,,G,,G,G,G,G,G,G,G,
{329BB289-30A6-49B5-AE9D-C835508724D3},15-6-2018,,G,,G,G,G,G,,,G,
{329BB289-30A6-49B5-AE9D-C835508724D3},15-6-2018,,G,,G,G,G,G,,,G,
{329D85E9-F38E-4EF7-9864-AED28474A8AD},13-2-2015,,L3,,E1,E1,E3,E1,G,G,G,
{329D85E9-F38E-4EF7-9864-AED28474A8AD},26-9-2017,,G,,G,G,G,G,G,G,G,
{329D85E9-F38E-4EF7-9864-AED28474A8AD},30-1-2019,,G,,G,G,G,G,,,G,Twijfel beheer
{32A72B08-924B-4FA5-B043-72BB311377CA},16-4-2014,,G,,G,G,G,G,G,G,G,
{32A72B08-924B-4FA5-B043-72BB311377CA},22-6-2018,,G,,G,G,G,G,,,G,
{32AED4AD-17EA-4491-98F3-020591806B61},20-9-2016,,G,,G,G,G,G,G,G,G,
{32AED4AD-17EA-4491-98F3-020591806B61},22-5-2018,,G,,G,G,G,G,,,G,
{32C2897F-576C-4A3C-B903-2DB7FF54FF57},20-9-2016,,G,,G,G,G,G,G,G,G,
{32C2897F-576C-4A3C-B903-2DB7FF54FF57},17-5-2018,,G,,G,G,G,G,,,G,
{32C6B8DB-3EB6-4AF6-B085-A29E245C790F},30-4-2014,,G,,G,G,G,G,G,G,G,
{32C6B8DB-3EB6-4AF6-B085-A29E245C790F},26-6-2018,,G,,G,G,G,G,,,G,
{32C79D71-1EAC-4E5D-B9BC-7B0FDC9DB6AC},1-1-2015,,G,,G,G,G,G,G,G,G,
{32C79D71-1EAC-4E5D-B9BC-7B0FDC9DB6AC},14-8-2017,,G,,G,G,G,G,,,G,Mutatie
{32C79D71-1EAC-4E5D-B9BC-7B0FDC9DB6AC},28-5-2019,,G,,G,G,G,G,,,G,
{32D46C5F-1727-4E9B-894B-38841AC33945},15-5-2018,,G,,G,G,G,G,,,G,
{32D49772-EBC2-48CF-97BE-48BF6C7EDC0F},16-4-2014,,G,,G,G,G,G,G,G,G,
{32D49772-EBC2-48CF-97BE-48BF6C7EDC0F},22-6-2018,,G,,G,G,G,G,,,G,Reconstructie
{32E15058-46EB-4FEE-BC2C-9DD25297CAEB},1-1-2015,,G,,L1,G,M1,M1,G,G,G,
{32E15058-46EB-4FEE-BC2C-9DD25297CAEB},28-7-2017,,G,,G,G,E1,E1,,,G,
{32E15058-46EB-4FEE-BC2C-9DD25297CAEB},13-5-2019,,G,,G,G,E1,E1,,,G,
{32EBABBB-9372-4BA1-A370-6957ECCCBC12},23-4-2019,,G,,G,G,G,G,,,G,
{32EFDD9B-F59D-4CE8-B70C-F3C8290D4424},19-9-2016,,G,,G,G,G,G,G,G,G,
{32EFDD9B-F59D-4CE8-B70C-F3C8290D4424},27-6-2019,,G,,G,G,G,G,,,G,
{32F03ACF-D51E-4D08-8368-A930D1D267FB},11-1-2017,,G,,G,G,G,G,G,G,G,
{32F03ACF-D51E-4D08-8368-A930D1D267FB},28-2-2019,,G,,G,G,G,G,,,G,
{32FCEFFF-5E77-40A9-8434-043797A35CD1},20-9-2016,,G,,G,G,G,G,G,G,G,
{32FCEFFF-5E77-40A9-8434-043797A35CD1},22-6-2018,,G,,G,G,G,G,,,G,
{330A2424-35F9-478C-BE07-2CB39DBB6FD4},1-5-2015,,G,,G,G,G,G,G,G,G,
{330A2424-35F9-478C-BE07-2CB39DBB6FD4},31-7-2017,,G,,G,G,G,G,,,G,
{330A2424-35F9-478C-BE07-2CB39DBB6FD4},9-4-2019,,G,,G,G,G,G,,,G,
{33112EDD-D5AC-46BA-9C0A-CA2B5E973F36},26-2-2015,,G,,G,G,G,G,G,G,G,
{33112EDD-D5AC-46BA-9C0A-CA2B5E973F36},26-9-2017,,G,,G,G,G,G,G,G,G,
{33112EDD-D5AC-46BA-9C0A-CA2B5E973F36},5-2-2019,,G,,G,L1,G,G,,,G,
{3315464E-2D28-4363-9D13-A3721627999B},1-5-2014,,L3,,G,G,G,M1,G,G,G,
{3315464E-2D28-4363-9D13-A3721627999B},5-7-2018,,M1,,G,L1,G,E1,,,G,
{3315B912-40FF-4F2A-BF57-560886056E95},14-4-2014,,G,,L1,G,G,G,G,G,G,
{3315B912-40FF-4F2A-BF57-560886056E95},4-7-2018,,G,,G,,,,,G,G,
{33294E6C-B1D6-4123-B460-69980C0814F3},20-9-2016,,G,,G,G,G,G,G,G,G,
{33294E6C-B1D6-4123-B460-69980C0814F3},7-6-2018,,G,,G,G,G,G,,,G,
{3339F4F8-79E1-490D-887C-6B072E47DB6F},20-9-2016,,G,,G,L2,G,L3,G,G,G,
{3339F4F8-79E1-490D-887C-6B072E47DB6F},30-5-2018,,G,,G,G,G,G,,,G,
{33424A54-6E8A-48D7-8BD1-3C9F4DABAC30},16-3-2016,,G,,G,L1,G,G,G,G,G,
{33424A54-6E8A-48D7-8BD1-3C9F4DABAC30},11-6-2018,,G,,G,L1,G,G,,,G,
{334271A6-0CC9-4D02-80BB-D6F1DFE2514E},10-5-2016,,G,,G,G,G,G,G,G,G,
{334271A6-0CC9-4D02-80BB-D6F1DFE2514E},22-5-2018,,G,,G,G,G,G,,,G,
{3343ABEE-A36C-4ADD-BC7E-E15152C9BFB6},24-4-2015,,G,,G,G,G,G,G,G,G,
{3343ABEE-A36C-4ADD-BC7E-E15152C9BFB6},17-7-2017,,G,,G,G,G,G,,,G,
{3343ABEE-A36C-4ADD-BC7E-E15152C9BFB6},25-4-2019,,G,,G,G,G,G,,,G,
{335C0D80-CD0C-4172-A94D-460B87AE6DD8},20-9-2016,,G,,G,G,E1,G,G,G,G,
{335C0D80-CD0C-4172-A94D-460B87AE6DD8},7-6-2018,,G,,G,G,G,G,,,G,
{33611744-CC54-4E4F-A6CC-2E47E7FAE1C2},4-5-2018,,G,,G,G,G,G,,,G,
{33635ED3-B927-4C41-A32B-7FAF19853540},11-2-2015,,G,,G,G,G,L1,G,G,G,
{33635ED3-B927-4C41-A32B-7FAF19853540},26-9-2017,,G,,G,L1,G,G,G,G,G,
{33635ED3-B927-4C41-A32B-7FAF19853540},29-1-2019,,G,,G,G,G,G,,,G,
{336462F3-30E6-4D75-BB0B-F1B0429EB5EE},20-9-2016,,G,,G,L1,G,M1,G,G,G,
{336462F3-30E6-4D75-BB0B-F1B0429EB5EE},3-7-2018,,G,,G,G,G,G,,,G,
{33675ED7-6977-4A82-AF5F-67B9AD57E3CB},1-1-2015,,G,,G,G,G,G,G,G,G,
{33675ED7-6977-4A82-AF5F-67B9AD57E3CB},11-8-2017,,G,,G,G,G,G,,,G,
{33675ED7-6977-4A82-AF5F-67B9AD57E3CB},24-5-2019,,G,,G,G,G,G,,,G,
{33682E80-80C7-4149-8510-16A183F72FB3},10-5-2016,,G,,G,G,G,G,G,G,G,
{33682E80-80C7-4149-8510-16A183F72FB3},22-5-2018,,G,,G,G,G,G,,,G,
{336FF7F0-CE2B-4817-BD64-A7518110559F},10-5-2016,,G,,G,L1,G,M1,G,G,G,
{336FF7F0-CE2B-4817-BD64-A7518110559F},15-5-2018,,G,,G,G,G,G,,,G,
{3371DA3C-5067-4B94-BF21-2E4AD247E48A},1-1-2015,,G,,G,G,G,G,G,G,G,
{3371DA3C-5067-4B94-BF21-2E4AD247E48A},1-8-2017,,G,,G,G,G,G,,,G,
{3371DA3C-5067-4B94-BF21-2E4AD247E48A},15-5-2019,,G,,G,G,G,G,,,G,
{337C7E8F-4EB7-4840-8D5B-61B968C85FD5},26-2-2015,,G,,G,G,G,G,G,G,G,
{337C7E8F-4EB7-4840-8D5B-61B968C85FD5},26-9-2017,,G,,G,G,G,G,G,G,G,
{337C7E8F-4EB7-4840-8D5B-61B968C85FD5},5-2-2019,,G,,G,G,G,G,,,G,
{338348B3-5D7E-49FD-A24E-3E0E61F022CB},15-12-2016,,G,,G,M1,M1,G,G,G,G,
{338348B3-5D7E-49FD-A24E-3E0E61F022CB},27-2-2019,,G,,G,G,M1,G,,,G,
{338539D6-314C-4F42-AD63-0E953B3E3133},14-4-2015,,G,,M1,L1,G,G,G,G,G,
{338539D6-314C-4F42-AD63-0E953B3E3133},26-7-2017,,G,,G,G,G,G,,,G,
{338539D6-314C-4F42-AD63-0E953B3E3133},29-4-2019,,G,,G,G,G,G,,,G,
